競馬場,距離,芝ダ,血統区分,TOP5系統,修正前TOP1系統,最終対象系統数,最終対象系統,同条件馬券内総数,最終該当馬券内数,最終占有率%,36R換算_馬券内頭数,採用項目数,条件1項目,条件1内容,条件1合算率%,条件1基準%,条件1残留系統,条件2項目,条件2内容,条件2合算率%,条件2基準%,条件2残留系統,条件3項目,条件3内容,条件3合算率%,条件3基準%,条件3残留系統,条件4項目,条件4内容,条件4合算率%,条件4基準%,条件4残留系統,条件5項目,条件5内容,条件5合算率%,条件5基準%,条件5残留系統,条件6項目,条件6内容,条件6合算率%,条件6基準%,条件6残留系統,条件7項目,条件7内容,条件7合算率%,条件7基準%,条件7残留系統,条件8項目,条件8内容,条件8合算率%,条件8基準%,条件8残留系統,実戦判定文
福島,1150,ダ,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,1032,5,0.48,0.5,8,前芝・ダ,芝,7.77,5.44,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,頭数,16,71.88,50.31,ロイヤルチャージャー系・ナスルーラ系,馬場状態,良,80.0,56.0,ロイヤルチャージャー系・ナスルーラ系,替,*,75.0,52.5,ロイヤルチャージャー系・ナスルーラ系,前走馬場状態,良,66.67,46.67,ロイヤルチャージャー系・ナスルーラ系,所属,(美),62.5,43.75,ロイヤルチャージャー系,前走決め手,先行,100.0,70.0,ロイヤルチャージャー系,前走脚質,先行,100.0,70.0,ロイヤルチャージャー系,福島ダ1150mは、ロイヤルチャージャー系で、前芝・ダ=芝、頭数=16、馬場状態=良、替=*、前走馬場状態=良、所属=(美)、前走決め手=先行、前走脚質=先行に該当する馬
福島,1700,ダ,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,1689,98,5.8,6.3,8,前走所属,(栗),33.72,23.6,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前芝・ダ,ダ,90.99,63.69,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,所属,(栗),98.99,69.29,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,馬場状態,良,84.29,59.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,頭数,15,81.6,57.12,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,性別,牡,70.03,49.02,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,替,*,64.83,45.38,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,天気,晴,64.05,44.84,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,福島ダ1700mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、前芝・ダ=ダ、所属=(栗)、馬場状態=良、頭数=15、性別=牡、替=*、天気=晴に該当する馬
福島,1700,ダ,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系・ニアークティック系・その他のエクリプス系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,1689,5,0.3,0.3,8,前芝・ダ,芝,6.11,4.28,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,頭数,15,89.29,62.5,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,替,*,82.0,57.4,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,性別,牡,56.1,39.27,ロイヤルチャージャー系・ネイティヴダンサー系,所属,(美),66.67,46.67,ロイヤルチャージャー系・ネイティヴダンサー系,前走所属,(美),92.86,65.0,ロイヤルチャージャー系・ネイティヴダンサー系,前走馬場状態,良,76.92,53.85,ロイヤルチャージャー系・ネイティヴダンサー系,前走場所,東京,50.0,35.0,ロイヤルチャージャー系,福島ダ1700mは、ロイヤルチャージャー系で、前芝・ダ=芝、頭数=15、替=*、性別=牡、所属=(美)、前走所属=(美)、前走馬場状態=良、前走場所=東京に該当する馬
福島,2400,ダ,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・トゥルビヨン系,ロイヤルチャージャー系,2,ロイヤルチャージャー系・ナスルーラ系,45,6,13.33,14.4,8,前走所属,(栗),56.82,39.77,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,馬場状態,良,90.48,63.33,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,前クラス名,1勝,89.47,62.63,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,前芝・ダ,ダ,88.24,61.76,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,性別,牡,86.67,60.67,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,天気,晴,84.62,59.23,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,頭数,16,72.73,50.91,ロイヤルチャージャー系・ナスルーラ系,福島ダ2400mは、ロイヤルチャージャー系・ナスルーラ系で、前走所属=(栗)、馬場状態=良、所属=(栗)、前クラス名=1勝、前芝・ダ=ダ、性別=牡、天気=晴、頭数=16に該当する馬
福島,2400,ダ,父系,ニアークティック系・ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,ニアークティック系,3,ニアークティック系・ロイヤルチャージャー系・ナスルーラ系,45,7,15.56,16.8,8,前走所属,(栗),54.17,37.92,ニアークティック系・ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,天気,晴,100.0,70.0,ニアークティック系・ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,所属,(栗),100.0,70.0,ニアークティック系・ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,前クラス名,1勝,76.92,53.85,ニアークティック系・ロイヤルチャージャー系・ナスルーラ系,馬場状態,良,100.0,70.0,ニアークティック系・ロイヤルチャージャー系・ナスルーラ系,性別,牡,88.89,62.22,ニアークティック系・ロイヤルチャージャー系・ナスルーラ系,前芝・ダ,ダ,100.0,70.0,ニアークティック系・ロイヤルチャージャー系・ナスルーラ系,替,*,87.5,61.25,ニアークティック系・ロイヤルチャージャー系・ナスルーラ系,福島ダ2400mは、ニアークティック系・ロイヤルチャージャー系・ナスルーラ系で、前走所属=(栗)、天気=晴、所属=(栗)、前クラス名=1勝、馬場状態=良、性別=牡、前芝・ダ=ダ、替=*に該当する馬
福島,1200,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,1599,123,7.69,8.3,8,前走所属,(栗),32.87,23.01,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,88.26,61.78,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),99.31,69.52,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,90.99,63.7,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,頭数,16,78.17,54.72,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,75.32,52.73,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,天気,晴,68.53,47.97,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前距離,1200,78.62,55.03,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,福島芝1200mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、馬場状態=良、所属=(栗)、前芝・ダ=芝、頭数=16、前走馬場状態=良、天気=晴、前距離=1200に該当する馬
福島,1200,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,1599,64,4.0,4.3,8,前芝・ダ,芝,77.27,54.09,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,85.52,59.86,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,75.76,53.03,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,頭数,16,72.24,50.56,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,性別,牝,63.84,44.69,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,所属,(美),66.15,46.31,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走所属,(美),98.45,68.91,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,天気,晴,50.39,35.28,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,福島芝1200mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系で、前芝・ダ=芝、馬場状態=良、前走馬場状態=良、頭数=16、性別=牝、所属=(美)、前走所属=(美)、天気=晴に該当する馬
福島,1800,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,909,30,3.3,3.6,8,前走所属,(栗),24.91,17.44,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,馬場状態,良,81.6,57.12,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,所属,(栗),99.42,69.6,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前芝・ダ,芝,97.09,67.97,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前走馬場状態,良,73.05,51.14,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,替,*,72.13,50.49,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,天気,晴,64.77,45.34,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,性別,牡,52.63,36.84,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,福島芝1800mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、馬場状態=良、所属=(栗)、前芝・ダ=芝、前走馬場状態=良、替=*、天気=晴、性別=牡に該当する馬
福島,1800,芝,父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,909,39,4.29,4.6,8,前芝・ダ,芝,82.18,57.53,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,82.14,57.5,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,78.88,55.22,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(美),70.47,49.33,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前走所属,(美),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,替,*,62.5,43.75,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,頭数,16,61.82,43.27,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,性別,牝,65.0,45.5,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,福島芝1800mは、ロイヤルチャージャー系・ニアークティック系・ナスルーラ系で、前芝・ダ=芝、馬場状態=良、前走馬場状態=良、所属=(美)、前走所属=(美)、替=*、頭数=16、性別=牝に該当する馬
福島,2000,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,744,42,5.65,6.1,7,前走所属,(栗),31.8,22.26,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前芝・ダ,芝,95.09,66.56,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,馬場状態,良,84.51,59.15,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,性別,牡,66.11,46.28,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前走馬場状態,良,71.43,50.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前距離,2000,55.29,38.71,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,,,,,,福島芝2000mは、ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、前芝・ダ=芝、所属=(栗)、馬場状態=良、性別=牡、前走馬場状態=良、前距離=2000に該当する馬
福島,2000,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,2,ロイヤルチャージャー系・ナスルーラ系,744,25,3.36,3.6,8,前芝・ダ,芝,87.41,61.19,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,79.5,55.65,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走馬場状態,良,79.3,55.51,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,替,*,68.14,47.7,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,所属,(美),66.19,46.33,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,前走所属,(美),98.91,69.24,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,天気,晴,60.44,42.31,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,性別,牡,50.91,35.64,ロイヤルチャージャー系・ナスルーラ系,福島芝2000mは、ロイヤルチャージャー系・ナスルーラ系で、前芝・ダ=芝、馬場状態=良、前走馬場状態=良、替=*、所属=(美)、前走所属=(美)、天気=晴、性別=牡に該当する馬
福島,2600,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,339,13,3.83,4.1,8,前走所属,(栗),34.35,24.04,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,92.04,64.42,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,馬場状態,良,91.26,63.88,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,替,*,73.4,51.38,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前走馬場状態,良,79.71,55.8,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,天気,晴,58.18,40.73,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前走脚質,中団,46.88,32.81,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,福島芝2600mは、ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、前芝・ダ=芝、所属=(栗)、馬場状態=良、替=*、前走馬場状態=良、天気=晴、前走脚質=中団に該当する馬
福島,2600,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,339,11,3.24,3.5,8,前芝・ダ,芝,90.16,63.11,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,83.03,58.12,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,性別,牡,71.53,50.07,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,所属,(美),65.48,45.83,ロイヤルチャージャー系・ナスルーラ系,前走所属,(美),100.0,70.0,ロイヤルチャージャー系・ナスルーラ系,前走馬場状態,良,61.36,42.95,ロイヤルチャージャー系・ナスルーラ系,天気,晴,77.78,54.44,ロイヤルチャージャー系・ナスルーラ系,前走場所,東京,52.38,36.67,ロイヤルチャージャー系,福島芝2600mは、ロイヤルチャージャー系で、前芝・ダ=芝、馬場状態=良、性別=牡、所属=(美)、前走所属=(美)、前走馬場状態=良、天気=晴、前走場所=東京に該当する馬
福島,2750,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・その他のエクリプス系,312,24,7.69,8.3,8,前走所属,(栗),39.22,27.45,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,85.0,59.5,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,性別,牡,72.55,50.78,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,斤量,60,77.03,53.92,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走斤量,60,78.95,55.26,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前クラス名,未勝利,77.78,54.44,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・その他のエクリプス系,天気,晴,70.59,49.41,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・その他のエクリプス系,福島芝2750mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・その他のエクリプス系で、前走所属=(栗)、馬場状態=良、所属=(栗)、性別=牡、斤量=60、前走斤量=60、前クラス名=未勝利、天気=晴に該当する馬
福島,2750,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,2,ロイヤルチャージャー系・ネイティヴダンサー系,312,20,6.41,6.9,8,前芝・ダ,芝,59.57,41.7,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,斤量,60,75.18,52.63,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走斤量,60,83.5,58.45,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前クラス名,未勝利,82.56,57.79,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,性別,牡,78.87,55.21,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,馬場状態,良,78.57,55.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走馬場状態,良,77.27,54.09,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,所属,(美),62.5,43.75,ロイヤルチャージャー系・ネイティヴダンサー系,福島芝2750mは、ロイヤルチャージャー系・ネイティヴダンサー系で、前芝・ダ=芝、斤量=60、前走斤量=60、前クラス名=未勝利、性別=牡、馬場状態=良、前走馬場状態=良、所属=(美)に該当する馬
福島,2770,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,165,13,7.88,8.5,8,前走所属,(栗),39.26,27.48,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前クラス名,未勝利,82.81,57.97,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前芝・ダ,芝,71.7,50.19,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,馬場状態,良,89.47,62.63,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,性別,牡,82.35,57.65,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前走馬場状態,良,60.71,42.5,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,斤量,60,81.25,56.87,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,福島芝2770mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系で、前走所属=(栗)、前クラス名=未勝利、所属=(栗)、前芝・ダ=芝、馬場状態=良、性別=牡、前走馬場状態=良、斤量=60に該当する馬
福島,2770,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,ロイヤルチャージャー系,2,ロイヤルチャージャー系・ネイティヴダンサー系,165,19,11.52,12.4,8,前芝・ダ,芝,69.23,48.46,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前クラス名,未勝利,90.0,63.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,斤量,60,82.72,57.9,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走斤量,60,95.52,66.87,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,馬場状態,良,88.71,62.1,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,性別,牡,80.0,56.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,天気,晴,70.45,49.32,ロイヤルチャージャー系・ネイティヴダンサー系,前走馬場状態,良,65.52,45.86,ロイヤルチャージャー系・ネイティヴダンサー系,福島芝2770mは、ロイヤルチャージャー系・ネイティヴダンサー系で、前芝・ダ=芝、前クラス名=未勝利、斤量=60、前走斤量=60、馬場状態=良、性別=牡、天気=晴、前走馬場状態=良に該当する馬
福島,3350,芝,母父系,ニアークティック系・ロイヤルチャージャー系・ナスルーラ系・ネイティヴダンサー系・トゥルビヨン系,ニアークティック系,2,ニアークティック系・ロイヤルチャージャー系,24,4,16.67,18.0,8,前走所属,(栗),54.17,37.92,ニアークティック系・ロイヤルチャージャー系・ナスルーラ系・ネイティヴダンサー系,馬場状態,良,100.0,70.0,ニアークティック系・ロイヤルチャージャー系・ナスルーラ系・ネイティヴダンサー系,所属,(栗),100.0,70.0,ニアークティック系・ロイヤルチャージャー系・ナスルーラ系・ネイティヴダンサー系,頭数,14,69.23,48.46,ニアークティック系・ロイヤルチャージャー系・ナスルーラ系,前走馬場状態,良,87.5,61.25,ニアークティック系・ロイヤルチャージャー系・ナスルーラ系,前芝・ダ,芝,85.71,60.0,ニアークティック系・ロイヤルチャージャー系,前走斤量,60,83.33,58.33,ニアークティック系・ロイヤルチャージャー系,性別,牡,80.0,56.0,ニアークティック系・ロイヤルチャージャー系,福島芝3350mは、ニアークティック系・ロイヤルチャージャー系で、前走所属=(栗)、馬場状態=良、所属=(栗)、頭数=14、前走馬場状態=良、前芝・ダ=芝、前走斤量=60、性別=牡に該当する馬
福島,3350,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,ロイヤルチャージャー系,2,ロイヤルチャージャー系・ニアークティック系,24,6,25.0,27.0,7,前芝・ダ,芝,80.0,56.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,馬場状態,良,100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,前走斤量,60,87.5,61.25,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,前走馬場状態,良,92.86,65.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,前クラス名,ｵｰﾌﾟﾝ,84.62,59.23,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,性別,牡,72.73,50.91,ロイヤルチャージャー系・ニアークティック系,天気,晴,85.71,60.0,ロイヤルチャージャー系・ニアークティック系,,,,,,福島芝3350mは、ロイヤルチャージャー系・ニアークティック系で、前芝・ダ=芝、馬場状態=良、前走斤量=60、前走馬場状態=良、前クラス名=ｵｰﾌﾟﾝ、性別=牡、天気=晴に該当する馬
福島,3380,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,1,ネイティヴダンサー系,57,2,3.51,3.8,8,前走所属,(栗),43.86,30.7,ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前クラス名,ｵｰﾌﾟﾝ,71.43,50.0,ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,90.0,63.0,ネイティヴダンサー系・ナスルーラ系,馬場状態,良,100.0,70.0,ネイティヴダンサー系・ナスルーラ系,性別,牡,77.78,54.44,ネイティヴダンサー系・ナスルーラ系,前芝・ダ,芝,71.43,50.0,ネイティヴダンサー系・ナスルーラ系,天気,晴,40.0,28.0,ネイティヴダンサー系,福島芝3380mは、ネイティヴダンサー系で、前走所属=(栗)、前クラス名=ｵｰﾌﾟﾝ、所属=(栗)、前走馬場状態=良、馬場状態=良、性別=牡、前芝・ダ=芝、天気=晴に該当する馬
福島,3380,芝,父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,57,4,7.02,7.6,8,前芝・ダ,芝,82.61,57.83,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,性別,牡,78.95,55.26,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前走斤量,60,76.67,53.67,ロイヤルチャージャー系・ニアークティック系,前走馬場状態,良,75.0,52.5,ロイヤルチャージャー系・ニアークティック系,馬場状態,良,73.33,51.33,ロイヤルチャージャー系・ニアークティック系,前クラス名,ｵｰﾌﾟﾝ,81.82,57.27,ロイヤルチャージャー系・ニアークティック系,斤量,60,66.67,46.67,ロイヤルチャージャー系・ニアークティック系,所属,(美),66.67,46.67,ロイヤルチャージャー系,福島芝3380mは、ロイヤルチャージャー系で、前芝・ダ=芝、性別=牡、前走斤量=60、前走馬場状態=良、馬場状態=良、前クラス名=ｵｰﾌﾟﾝ、斤量=60、所属=(美)に該当する馬
