競馬場,距離,芝ダ,血統区分,TOP5系統,修正前TOP1系統,最終対象系統数,最終対象系統,同条件馬券内総数,最終該当馬券内数,最終占有率%,36R換算_馬券内頭数,採用項目数,条件1項目,条件1内容,条件1合算率%,条件1基準%,条件1残留系統,条件2項目,条件2内容,条件2合算率%,条件2基準%,条件2残留系統,条件3項目,条件3内容,条件3合算率%,条件3基準%,条件3残留系統,条件4項目,条件4内容,条件4合算率%,条件4基準%,条件4残留系統,条件5項目,条件5内容,条件5合算率%,条件5基準%,条件5残留系統,条件6項目,条件6内容,条件6合算率%,条件6基準%,条件6残留系統,条件7項目,条件7内容,条件7合算率%,条件7基準%,条件7残留系統,条件8項目,条件8内容,条件8合算率%,条件8基準%,条件8残留系統,実戦判定文
京都,1200,ダ,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,1430,9,0.63,0.7,7,前芝・ダ,芝,8.85,6.19,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,所属,(栗),92.31,64.62,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,替,*,68.33,47.83,ロイヤルチャージャー系・ニアークティック系・その他のエクリプス系,天気,晴,74.29,52.0,ロイヤルチャージャー系・ニアークティック系,性別,牡,56.0,39.2,ロイヤルチャージャー系,前距離,1200,69.23,48.46,ロイヤルチャージャー系,,,,,,京都ダ1200mは、ロイヤルチャージャー系で、前芝・ダ=芝、所属=(栗)、前走所属=(栗)、替=*、天気=晴、性別=牡、前距離=1200に該当する馬
京都,1400,ダ,母父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,1668,349,20.92,22.6,7,前走所属,(栗),86.43,60.5,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前芝・ダ,ダ,88.74,62.11,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前距離,1400,71.25,49.88,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走頭数,16,65.86,46.1,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走出走頭数,16,92.67,64.87,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,頭数,16,66.1,46.27,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,,,,,,京都ダ1400mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系で、前走所属=(栗)、所属=(栗)、前芝・ダ=ダ、前距離=1400、前走頭数=16、前走出走頭数=16、頭数=16に該当する馬
京都,1400,ダ,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系・ニアークティック系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,1668,15,0.9,1.0,7,前芝・ダ,芝,9.06,6.34,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,所属,(栗),98.67,69.07,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,前走所属,(栗),98.65,69.05,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,前走馬場状態,良,79.45,55.62,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,替,*,79.31,55.52,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,前距離,1600,60.87,42.61,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,年齢,3,53.57,37.5,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,,,,,,京都ダ1400mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系で、前芝・ダ=芝、所属=(栗)、前走所属=(栗)、前走馬場状態=良、替=*、前距離=1600、年齢=3に該当する馬
京都,1800,ダ,母父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,2615,393,15.03,16.2,7,前走所属,(栗),87.36,61.16,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前芝・ダ,ダ,89.49,62.64,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前距離,1800,74.35,52.04,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,63.63,44.54,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,性別,牡,69.31,48.51,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,61.97,43.38,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,,,,,,京都ダ1800mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系で、前走所属=(栗)、所属=(栗)、前芝・ダ=ダ、前距離=1800、前走馬場状態=良、性別=牡、馬場状態=良に該当する馬
京都,1800,ダ,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,2,ロイヤルチャージャー系・ネイティヴダンサー系,2615,14,0.54,0.6,8,前芝・ダ,芝,8.44,5.91,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,所属,(栗),98.26,68.78,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,前走馬場状態,良,73.45,51.42,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,性別,牡,65.06,45.54,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,天気,晴,66.67,46.67,ロイヤルチャージャー系・ネイティヴダンサー系・その他のエクリプス系,年齢,3,63.64,44.55,ロイヤルチャージャー系・ネイティヴダンサー系,斤量,56,66.67,46.67,ロイヤルチャージャー系・ネイティヴダンサー系,京都ダ1800mは、ロイヤルチャージャー系・ネイティヴダンサー系で、前芝・ダ=芝、所属=(栗)、前走所属=(栗)、前走馬場状態=良、性別=牡、天気=晴、年齢=3、斤量=56に該当する馬
京都,1900,ダ,母父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,568,32,5.63,6.1,8,前走所属,(栗),94.14,65.9,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前芝・ダ,ダ,93.97,65.78,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,性別,牡,90.68,63.48,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,68.04,47.63,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,天気,晴,62.08,43.46,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走馬場状態,良,60.87,42.61,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,斤量,57,37.5,26.25,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,京都ダ1900mは、ロイヤルチャージャー系・ニアークティック系・ナスルーラ系で、前走所属=(栗)、前芝・ダ=ダ、所属=(栗)、性別=牡、馬場状態=良、天気=晴、前走馬場状態=良、斤量=57に該当する馬
京都,1900,ダ,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系・ニアークティック系・トゥルビヨン系,ロイヤルチャージャー系,2,ロイヤルチャージャー系・ネイティヴダンサー系,568,3,0.53,0.6,8,前芝・ダ,芝,4.04,2.83,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,性別,牡,100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,替,*,66.67,46.67,ロイヤルチャージャー系・ネイティヴダンサー系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系,天気,晴,71.43,50.0,ロイヤルチャージャー系・ネイティヴダンサー系,斤量,56,60.0,42.0,ロイヤルチャージャー系・ネイティヴダンサー系,頭数,16,100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系,京都ダ1900mは、ロイヤルチャージャー系・ネイティヴダンサー系で、前芝・ダ=芝、所属=(栗)、性別=牡、替=*、前走所属=(栗)、天気=晴、斤量=56、頭数=16に該当する馬
京都,2910,ダ,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,138,14,10.14,11.0,8,前走所属,(栗),69.34,48.54,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,83.16,58.21,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,斤量,60,72.15,50.51,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前クラス名,未勝利,77.19,54.04,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走斤量,60,97.73,68.41,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前走馬場状態,良,76.74,53.72,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前芝・ダ,ダ,48.48,33.94,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,京都ダ2910mは、ロイヤルチャージャー系・ニアークティック系・ナスルーラ系で、前走所属=(栗)、馬場状態=良、所属=(栗)、斤量=60、前クラス名=未勝利、前走斤量=60、前走馬場状態=良、前芝・ダ=ダに該当する馬
京都,2910,ダ,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,138,9,6.52,7.0,8,前芝・ダ,芝,44.79,31.35,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,79.07,55.35,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,前クラス名,未勝利,87.1,60.97,ロイヤルチャージャー系・その他のエクリプス系,斤量,60,72.73,50.91,ロイヤルチャージャー系,前走斤量,60,100.0,70.0,ロイヤルチャージャー系,性別,牡,75.0,52.5,ロイヤルチャージャー系,所属,(栗),75.0,52.5,ロイヤルチャージャー系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系,京都ダ2910mは、ロイヤルチャージャー系で、前芝・ダ=芝、馬場状態=良、前クラス名=未勝利、斤量=60、前走斤量=60、性別=牡、所属=(栗)、前走所属=(栗)に該当する馬
京都,3170,ダ,母父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,2,ロイヤルチャージャー系・ニアークティック系,81,6,7.41,8.0,8,前走所属,(栗),85.19,59.63,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,84.06,58.84,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走斤量,60,70.69,49.48,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,82.93,58.05,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,斤量,60,73.53,51.47,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前芝・ダ,芝,60.0,42.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,頭数,11,53.33,37.33,ロイヤルチャージャー系・ニアークティック系,京都ダ3170mは、ロイヤルチャージャー系・ニアークティック系で、前走所属=(栗)、所属=(栗)、前走馬場状態=良、前走斤量=60、馬場状態=良、斤量=60、前芝・ダ=芝、頭数=11に該当する馬
京都,3170,ダ,父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,81,7,8.64,9.3,8,前芝・ダ,芝,70.69,49.48,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,所属,(栗),81.58,57.11,ロイヤルチャージャー系・ネイティヴダンサー系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系,前走馬場状態,良,83.87,58.71,ロイヤルチャージャー系・ネイティヴダンサー系,馬場状態,良,80.77,56.54,ロイヤルチャージャー系,天気,晴,75.0,52.5,ロイヤルチャージャー系,性別,牡,66.67,46.67,ロイヤルチャージャー系,前クラス名,ｵｰﾌﾟﾝ,70.0,49.0,ロイヤルチャージャー系,京都ダ3170mは、ロイヤルチャージャー系で、前芝・ダ=芝、所属=(栗)、前走所属=(栗)、前走馬場状態=良、馬場状態=良、天気=晴、性別=牡、前クラス名=ｵｰﾌﾟﾝに該当する馬
京都,1200,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,5,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,614,145,23.62,25.5,7,前走所属,(栗),83.19,58.23,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,93.33,65.33,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,77.68,54.38,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前距離,1200,76.44,53.51,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,77.44,54.21,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,天気,晴,70.39,49.27,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,,,,,,京都芝1200mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系で、前走所属=(栗)、所属=(栗)、前芝・ダ=芝、前走馬場状態=良、前距離=1200、馬場状態=良、天気=晴に該当する馬
京都,1200,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,614,102,16.61,17.9,7,前芝・ダ,芝,87.32,61.13,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,所属,(栗),89.35,62.55,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,78.7,55.09,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,82.11,57.48,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前距離,1200,77.65,54.36,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,天気,晴,73.91,51.74,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,,,,,,京都芝1200mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系で、前芝・ダ=芝、所属=(栗)、前走所属=(栗)、前走馬場状態=良、馬場状態=良、前距離=1200、天気=晴に該当する馬
京都,1400,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,847,60,7.08,7.7,8,前走所属,(栗),82.03,57.42,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,94.56,66.19,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,75.88,53.12,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,天気,晴,69.79,48.85,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前走馬場状態,良,73.78,51.65,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,替,*,59.09,41.36,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,性別,牡,41.96,29.37,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,京都芝1400mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、所属=(栗)、前芝・ダ=芝、馬場状態=良、天気=晴、前走馬場状態=良、替=*、性別=牡に該当する馬
京都,1400,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ナスルーラ系・その他のエクリプス系,847,35,4.13,4.5,8,前芝・ダ,芝,85.29,59.7,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,所属,(栗),92.45,64.72,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,72.89,51.02,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,天気,晴,73.2,51.24,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,70.49,49.34,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,替,*,58.14,40.7,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,性別,牝,54.67,38.27,ロイヤルチャージャー系・ナスルーラ系・その他のエクリプス系,京都芝1400mは、ロイヤルチャージャー系・ナスルーラ系・その他のエクリプス系で、前芝・ダ=芝、所属=(栗)、前走所属=(栗)、馬場状態=良、天気=晴、前走馬場状態=良、替=*、性別=牝に該当する馬
京都,1600,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,5,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,1331,133,9.99,10.8,8,前走所属,(栗),80.91,56.63,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,95.77,67.04,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,79.57,55.7,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,77.94,54.55,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,替,*,58.77,41.14,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,天気,晴,65.07,45.55,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前距離,1600,57.58,40.3,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,京都芝1600mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系で、前走所属=(栗)、所属=(栗)、前芝・ダ=芝、馬場状態=良、前走馬場状態=良、替=*、天気=晴、前距離=1600に該当する馬
京都,1600,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,1331,74,5.56,6.0,8,前芝・ダ,芝,83.17,58.22,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,所属,(栗),95.74,67.02,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走所属,(栗),99.82,69.88,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,馬場状態,良,79.68,55.78,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走馬場状態,良,74.72,52.3,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,天気,晴,67.66,47.37,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,替,*,59.29,41.5,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前距離,1600,55.22,38.66,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,京都芝1600mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系で、前芝・ダ=芝、所属=(栗)、前走所属=(栗)、馬場状態=良、前走馬場状態=良、天気=晴、替=*、前距離=1600に該当する馬
京都,1800,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,1024,112,10.94,11.8,8,前走所属,(栗),79.94,55.96,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,96.01,67.21,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,77.61,54.33,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,77.37,54.16,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,性別,牡,63.39,44.37,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,天気,晴,69.37,48.56,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,替,*,57.36,40.15,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,京都芝1800mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、所属=(栗)、前芝・ダ=芝、前走馬場状態=良、馬場状態=良、性別=牡、天気=晴、替=*に該当する馬
京都,1800,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,1024,59,5.76,6.2,8,前芝・ダ,芝,80.25,56.18,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,所属,(栗),94.85,66.4,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,75.71,53.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,75.7,52.99,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,天気,晴,75.62,52.93,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,替,*,62.3,43.61,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,性別,牡,53.15,37.21,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,京都芝1800mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系で、前芝・ダ=芝、所属=(栗)、前走所属=(栗)、前走馬場状態=良、馬場状態=良、天気=晴、替=*、性別=牡に該当する馬
